Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,Dimensionhumanname
c9.612,9,612,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.2 Spoken Language/612 Response
c9.613,9,613,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.2 Spoken Language/613 Conversation
c9.614,9,614,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.2 Spoken Language/614 Soliloquy
c9.615,9,615,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/615 Writing
c9.616,9,616,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/616 Printing
c9.617,9,617,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/617 Correspondence
c9.618,9,618,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/618 Book
c9.619,9,619,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/619 Description
c9.620,9,620,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/620 Dissertation
c9.621,9,621,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/621 Compendium
c9.622,9,622,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/622 Poetry
c9.623,9,623,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/623 Prose
c9.624,9,624,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.2 Communication Of Ideas/4.2.3 Means Of Communicating Ideas/4.2.3.2 Conventional Means/4.2.3.2.3 Written Language/624 The Drama
c9.625,9,625,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/625 Will
c9.626,9,626,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/626 Necessity
c9.627,9,627,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/627 Willingness
c9.628,9,628,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/628 Unwillingness
c9.629,9,629,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/629 Resolution
c9.630,9,630,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/630 Perseverance
c9.631,9,631,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/631 Irresolution
c9.632,9,632,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/632 Obstinacy
c9.633,9,633,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/633 Tergiversation
c9.634,9,634,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/634 Caprice
c9.635,9,635,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/635 Choice
c9.636,9,636,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/636 Of Choice
c9.637,9,637,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/637 Rejection
c9.638,9,638,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/638 Predetermination
c9.639,9,639,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/639 Impulse
c9.640,9,640,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/640 Habit
c9.641,9,641,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.1 Acts Of Volitions/641 Desuetude
c9.642,9,642,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.2 Causes Of Volition/642 Motive
c9.643,9,643,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.2 Causes Of Volition/643 Of Motive
c9.644,9,644,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.2 Causes Of Volition/644 Dissuasion
c9.645,9,645,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.2 Causes Of Volition/645 Pretext
c9.646,9,646,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.3 Objects Of Volition/646 Good
c9.647,9,647,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.1 Volition In General/5.1.1.3 Objects Of Volition/647 Evil
c9.648,9,648,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/648 Intention
c9.649,9,649,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/649 Chance
c9.650,9,650,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/650 Pursuit
c9.651,9,651,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/651 Avoidance
c9.652,9,652,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/652 Relinquishment
c9.653,9,653,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/653 Business
c9.654,9,654,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/654 Plan
c9.655,9,655,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/655 Method
c9.656,9,656,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/656 Mid-course
c9.657,9,657,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/657 Circuit
c9.658,9,658,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.1 Conceptional Volition/658 Requirement
c9.659,9,659,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/659 Instrumentality
c9.660,9,660,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/660 Means
c9.661,9,661,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/661 Instrument
c9.662,9,662,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/662 Substitute
c9.663,9,663,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/663 Materials
c9.664,9,664,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/664 Store
c9.665,9,665,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/665 Provision
c9.666,9,666,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/666 Waste
c9.667,9,667,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/667 Sufficiency
c9.668,9,668,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/668 Insufficiency
c9.669,9,669,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/669 Redundancy
c9.670,9,670,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/670 Importance
c9.671,9,671,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/671 Unimportance
c9.672,9,672,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/672 Utility
c9.673,9,673,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/673 Inutility
c9.674,9,674,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/674 Expedience
c9.675,9,675,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/675 Inexpedience
c9.676,9,676,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/676 Goodness
c9.677,9,677,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/677 Badness
c9.678,9,678,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/678 Perfection
c9.679,9,679,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/679 Imperfection
c9.680,9,680,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/680 Cleanness
c9.681,9,681,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/681 Uncleanness
c9.682,9,682,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/682 Health
c9.683,9,683,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/683 Disease
c9.684,9,684,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/684 Salubrity
c9.685,9,685,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/685 Insalubrity
c9.686,9,686,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/686 Improvement
c9.687,9,687,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/687 Deterioration
c9.688,9,688,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/688 Restoration
c9.689,9,689,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/689 Relapse
c9.690,9,690,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/690 Remedy
c9.691,9,691,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/actual Subservience/691 Bane
c9.692,9,692,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/692 Safety
c9.693,9,693,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/693 Danger
c9.694,9,694,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/694 Refuge
c9.695,9,695,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/695 Pitfall
c9.696,9,696,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/696 Warning
c9.697,9,697,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/697 Alarm
c9.698,9,698,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/698 Preservation
c9.699,9,699,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/699 Escape
c9.700,9,700,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/contingent Subservience/700 Deliverance
c9.701,9,701,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/precursory Measures/701 Preparation
c9.702,9,702,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/precursory Measures/702 Nonpreparation
c9.703,9,703,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/precursory Measures/703 Essay
c9.704,9,704,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/precursory Measures/704 Undertaking
c9.705,9,705,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/precursory Measures/705 Use
c9.706,9,706,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/precursory Measures/706 Disuse
c9.707,9,707,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.2 Prospective Volition/5.1.2.2 Subservience To Ends/precursory Measures/707 Misuse
c9.708,9,708,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/708 Action
c9.709,9,709,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/709 Inaction
c9.710,9,710,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/710 Activity
c9.711,9,711,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/711 Inactivity
c9.712,9,712,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/712 Haste
c9.713,9,713,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/713 Leisure
c9.714,9,714,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/714 Exertion
c9.715,9,715,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/715 Repose
c9.716,9,716,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/716 Fatigue
c9.717,9,717,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/717 Refreshment
c9.718,9,718,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/718 Agent
c9.719,9,719,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.1 Simple Voluntary Action/719 Workshop
c9.720,9,720,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/720 Conduct
c9.721,9,721,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/721 Direction
c9.722,9,722,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/722 Director
c9.723,9,723,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/723 Advice
c9.724,9,724,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/724 Council
c9.725,9,725,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/725 Precept
c9.726,9,726,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/726 Skill
c9.727,9,727,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/727 Unskillfulness
c9.728,9,728,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/728 Proficient
c9.729,9,729,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/729 Bungler
c9.730,9,730,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/730 Cunning
c9.731,9,731,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.3 Voluntary Action/5.1.3.2 Complex Voluntary Action/731 Artlessness
c9.732,9,732,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/732 Difficulty
c9.733,9,733,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/733 Facility
c9.734,9,734,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/734 Hindrance
c9.735,9,735,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/735 Aid
c9.736,9,736,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/736 Opposition
c9.737,9,737,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/737 Cooperation
c9.738,9,738,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/738 Opponent
c9.739,9,739,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/739 Auxiliary
c9.740,9,740,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/740 Party
c9.741,9,741,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/741 Discord
c9.742,9,742,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/742 Concord
c9.743,9,743,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class V - Volontary Powers/5.1 Individual Volition/5.1.4 Antagonism/5.1.4.1 Conditional Antagonism/743 Defiance
