GKGRECORDID,V2_1DATE,V2SOURCECOLLECTIONIDENTIFIER,V2SOURCECOMMONNAME,V2DOCUMENTIDENTIFIER,V1COUNTS,V2_1COUNTS,V1THEMES,V2ENHANCEDTHEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V1PERSONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1_5TONE,V2_1ENHANCEDDATES,V2GCAM,V2_1SHARINGIMAGE,V2_1RELATEDIMAGES,V2_1SOCIALIMAGEEMBEDS,V2_1SOCIALVIDEOEMBEDS,V2_1QUOTATIONS,V2_1ALLNAMES,V2_1AMOUNTS,V2_1TRANSLATIONINFO,V2EXTRASXML
20170417121500-2043	20170417121500	1	asiaone.com	http://forums.asiaone.com/showthread.php?s=b2449517386b12285cabcbc59e47f9e0&t=91326&page=3			EPU_CATS_REGULATION;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_680_PERSONAL_DATA_PROTECTION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_CRISISLEXREC;	EPU_CATS_REGULATION,129;CRISISLEX_CRISISLEXREC,447;WB_678_DIGITAL_GOVERNMENT,225;WB_670_ICT_SECURITY,225;WB_680_PERSONAL_DATA_PROTECTION,225;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,225;	1#Singapore#SN#SN#1.3667#103.8#SN	1#Singapore#SN#SN##1.3667#103.8#SN#69;1#Singapore#SN#SN##1.3667#103.8#SN#153			singapore press holdings ltd	Singapore Press Holdings Ltd,172	-3.2967032967033,1.0989010989011,4.3956043956044,5.49450549450549,16.4835164835165,5.49450549450549,76	1#0#0#2014#152	wc:76,c12.1:5,c12.10:10,c12.12:3,c12.13:4,c12.14:3,c12.3:2,c12.4:1,c12.5:2,c12.7:4,c12.8:5,c12.9:5,c13.14:1,c14.1:3
20170417121500-2044	20170417121500	1	billingsgazette.com	http://billingsgazette.com/news/world/turkish-opposition-urges-board-to-cancel-referendum-result/article_3a0f4726-e97c-531a-b151-88dd0e73ad76.html			LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;ELECTION;EDUCATION;CONSTITUTIONAL;	LEADER,219;LEADER,433;LEADER,3081;TAX_FNCACT_PRESIDENT,219;TAX_FNCACT_PRESIDENT,433;TAX_FNCACT_PRESIDENT,3081;CONSTITUTIONAL,2786;CONSTITUTIONAL,3245;EDUCATION,2491;ELECTION,962;ELECTION,1638;	2#New York,United States#US#USNY#42.1497#-74.9384#NY;4#Istanbul,Istanbul,Turkey#TU#TU34#41.0186#28.9647#-755070;4#Ankara,Ankara,Turkey#TU#TU68#39.9272#32.8644#-735338;4#Anadolu,Turkey (General),Turkey#TU#TU00#39#35#-735281;4#Cetinkaya,Sirnak,Turkey#TU#TU80#37.5908#41.9611#-743137;1#Turkey#TU#TU#39#35#TU	4#Anadolu,Turkey (General),Turkey#TU#TU00#28356#39#35#-735281#650;4#Istanbul,Istanbul,Turkey#TU#TU34#27897#41.0186#28.9647#-755070#4151;4#Istanbul,Istanbul,Turkey#TU#TU34#27897#41.0186#28.9647#-755070#4460;4#Istanbul
20170417121500-2045	20170417121500	1	fremonttribune.com	http://fremonttribune.com/lifestyles/supreme-court-including-gorsuch-to-hear-church-state-case/image_9a99c4ac-e6d1-5980-9edf-8c0f143dff77.html			MEDIA_MSM;	MEDIA_MSM,118;					image add new image supreme court	Image Add New Image Supreme Court,39	5,5,0,5,32.5,0,36		wc:36,c12.1:2,c12.10:2,c12.14:2,c12.5:2,c12.9:4,c13.10:1,c14.1:3,c14.10:1,c14.11:4,c14.2:1,c14.3:1,c14.4:1,c14.5:2,c14.7:1,c14.9:1,c15.18:1,c15.251:1,c15.252:1
20170417121500-2046	20170417121500	1	taiwannews.com.tw	http://www.taiwannews.com.tw/en/news/3142738	WOUND#24##1#India#IN#IN#20#77#IN;CRISISLEX_CRISISLEXREC#24##1#India#IN#IN#20#77#IN;CRISISLEX_C03_WELLBEING_HEALTH#24##1#India#IN#IN#20#77#IN;CRISISLEX_T02_INJURED#24##1#India#IN#IN#20#77#IN;PROTEST#200#college students#1#India#IN#IN#20#77#IN;PROTEST#200#college students#1#India#IN#IN#20#77#IN;PROTEST#200#college students#1#India#IN#IN#20#77#IN;WOUND#50#students#1#India#IN#IN#20#77#IN;CRISISLEX_CRISISLEXREC#50#students#1#India#IN#IN#20#77#IN;CRISISLEX_C03_WELLBEING_HEALTH#50#students#1#India#IN#IN#20#77#IN;CRISISLEX_T02_INJURED#50#students#1#India#IN#IN#20#77#IN;KILL#8##1#India#IN#IN#20#77#IN;CRISISLEX_T03_DEAD#8##1#India#IN#IN#20#77#IN;	WOUND#24##1#India#IN#IN#20#77#IN#95;CRISISLEX_CRISISLEXREC#24##1#India#IN#IN#20#77#IN#95;CRISISLEX_C03_WELLBEING_HEALTH#24##1#India#IN#IN#20#77#IN#95;CRISISLEX_T02_INJURED#24##1#India#IN#IN#20#77#IN#95;PROTEST#200#college students#1#India#IN#IN#20#77#IN#238;PROTEST#200#college students#1#India#IN#IN#20#77#IN#238;PROTEST#200#college students#1#India#IN#IN#20#77#IN#238;WOUND#50#students#1#India#IN#IN#20#77#IN#433;CRISISLEX_CRISISLEXREC#50#students#1#India#IN#IN#20#77#IN#433;CRISISLEX_C03_WELLBEING_HEALTH#50#students#1#India#IN#IN#20#77#IN#433;CRISISLEX_T02_INJURED#50#students#1#India#IN#IN#20#77#IN#433;KILL#8##1#India#IN#IN#20#77#IN#678;CRISISLEX_T03_DEAD#8##1#India#IN#IN#20#77#IN#678;	TAX_FNCACT;TAX_FNCACT_STUDENTS;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;TAX_FNCACT_TROOPS;WOUND;CRISISLEX_CRISISLEXREC;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;ARMEDCONFLICT;TAX_ETHNICITY_KASHMIRI;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KASHMIRI;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;PROTEST;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;SOC_POINTSOFINTEREST_COLLEGES;TAX_WEAPONS;TAX_WEAPONS_SHOTGUN;TAX_ETHNICITY_KASHMIRIS;TAX_WORLDLANGUAGES_KASHMIRIS;KILL;CRISISLEX_T03_DEAD;	PROTEST,347;GENERAL_GOVERNMENT,197;GENERAL_GOVERNMENT,631;GENERAL_GOVERNMENT,765;EPU_POLICY_GOVERNMENT,197;EPU_POLICY_GOVERNMENT,631;EPU_POLICY_GOVERNMENT,765;TAX_ETHNICITY_INDIAN,35;TAX_ETHNICITY_KASHMIRIS,688;TAX_WORLDLANGUAGES_KASHMIRIS,688;EDUCATION,318;EDUCATION,385;SOC_POINTSOFINTEREST_COLLEGE,318;SOC_POINTSOFINTEREST_COLLEGE,385;TAX_FNCACT_TROOPS,42;TAX_FNCACT_TROOPS,772;SOC_POINTSOFINTEREST_COLLEGES,522;ARMEDCONFLICT,158;ARMEDCONFLICT,250;ARMEDCONFLICT,787;TAX_ETHNICITY_KASHMIRI,175;TAX_WORLDLANGUAGES_KASHMIRI,175;KILL,751;CRISISLEX_T03_DEAD,751;TAX_WEAPONS_SHOTGUN,658;TAX_FNCACT_STUDENTS,17;TAX_FNCACT_STUDENTS
20170417121500-2047	20170417121500	1	nowrunning.com	http://www.nowrunning.com/kamal-haasan-inaugurates-a-massive-state-of-art-studio-in-chennai/130079/story.htm			TAX_ETHNICITY;TAX_ETHNICITY_TAMIL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TAMIL;EPU_ECONOMY_HISTORIC;CLOSURE;TAX_ETHNICITY_INDIAN;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_QUEEN;	TAX_FNCACT_QUEEN,1152;TAX_ETHNICITY_INDIAN,759;MEDIA_MSM,1123;TAX_ETHNICITY_TAMIL,82;TAX_ETHNICITY_TAMIL,999;TAX_WORLDLANGUAGES_TAMIL,82;TAX_WORLDLANGUAGES_TAMIL,999;EPU_ECONOMY_HISTORIC,96;EPU_ECONOMY_HISTORIC,773;EPU_ECONOMY_HISTORIC,814;CLOSURE,706;	4#Chennai,Tamil Nadu,India#IN#IN25#13.0833#80.2833#-2103041	4#Chennai,Tamil Nadu,India#IN#IN25#70251#13.0833#80.2833#-2103041#66;4#Chennai,Tamil Nadu,India#IN#IN25#70251#13.0833#80.2833#-2103041#229;4#Chennai,Tamil Nadu,India#IN#IN25#70251#13.0833#80.2833#-2103041#385	kamal haasan;queen kamal haasan;isaignani ilayaraja;kamal hassan	Kamal Haasan,13;Kamal Haasan,264;Kamal Haasan,603;Kamal Haasan,1136;Kamal Haasan,1165;Queen Kamal Haasan,1165;Isaignani Ilayaraja,458;Kamal Hassan
20170417121500-2048	20170417121500	1	yibada.com	http://en.yibada.com/articles/200045/20170417/first-nepal-china-military-drills-began-india-observe-closely.htm			TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILLS;POVERTY;TAX_ETHNICITY;TAX_ETHNICITY_NEPALI;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_NEPALI;MILITARY;WB_2492_COUNTER_TERRORISM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;TAX_WORLDMAMMALS_DRILL;SOC_DIPLOMRECOG;TAX_FNCACT;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_AMBASSADOR;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES_CHINESE;TAX_FNCACT_MINISTER;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_ETHNICITY_MEND;CRISISLEX_CRISISLEXREC;	GENERAL_GOVERNMENT,1606;EPU_POLICY_GOVERNMENT,1606;MILITARY,476;TAX_ETHNICITY_MEND,1659;CRISISLEX_CRISISLEXREC,1738;POVERTY,306;TAX_WORLDMAMMALS_DRILLS,33;TAX_WORLDMAMMALS_DRILLS,108;TAX_WORLDMAMMALS_DRILLS,959;TAX_WORLDMAMMALS_DRILLS,1499;TAX_WORLDMAMMALS_DRILLS,2054;TAX_ETHNICITY_NEPALI,471;TAX_ETHNICITY_NEPALI,646;TAX_ETHNICITY_NEPALI,1141;TAX_ETHNICITY_NEPALI,1351;TAX_ETHNICITY_NEPALI,1595;TAX_WORLDLANGUAGES_NEPALI,471;TAX_WORLDLANGUAGES_NEPALI,646;TAX_WORLDLANGUAGES_NEPALI,1141;TAX_WORLDLANGUAGES_NEPALI,1351;TAX_WORLDLANGUAGES_NEPALI,1595;SOC_DIPLOMRECOG,780;TAX_FNCACT_AMBASSADOR,1362;WB_2492_COUNTER_TERRORISM,495;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,495;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,495;WB_2490_NATIONAL_PROTECTION_AND_SECURITY
20170417121500-2049	20170417121500	1	military-technologies.net	http://www.military-technologies.net/2017/04/17/airport-transfer-company-launches-website-serving-algarve-portugal-region/			SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;TAX_FNCACT;TAX_FNCACT_DRIVERS;WB_137_WATER;TOURISM;TAX_FNCACT_TOURIST;GEN_HOLIDAY;TAX_FNCACT_SPOKESPERSON;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_DRIVER;MEDIA_SOCIAL;	GEN_HOLIDAY,1009;TOURISM,920;TAX_FNCACT_TOURIST,920;TAX_FNCACT_SPOKESPERSON,1105;TAX_FNCACT_DRIVER,1593;WB_137_WATER,891;EPU_CATS_MIGRATION_FEAR_FEAR,1275;SOC_POINTSOFINTEREST_AIRPORT,8;SOC_POINTSOFINTEREST_AIRPORT,89;SOC_POINTSOFINTEREST_AIRPORT,321;SOC_POINTSOFINTEREST_AIRPORT,345;SOC_POINTSOFINTEREST_AIRPORT,403;SOC_POINTSOFINTEREST_AIRPORT,958;SOC_POINTSOFINTEREST_AIRPORT,1069;SOC_POINTSOFINTEREST_AIRPORT,1122;SOC_POINTSOFINTEREST_AIRPORT,1223;SOC_POINTSOFINTEREST_AIRPORT,1354;SOC_POINTSOFINTEREST_AIRPORT,1388;SOC_POINTSOFINTEREST_AIRPORT,1624;SOC_POINTSOFINTEREST_AIRPORT,1657;WB_135_TRANSPORT,8;WB_135_TRANSPORT,89;WB_135_TRANSPORT,321;WB_135_TRANSPORT,345;WB_135_TRANSPORT,403;WB_135_TRANSPORT,958;WB_135_TRANSPORT
20170417121500-2050	20170417121500	1	greekherald.com	http://www.greekherald.com/article/252833124/broadchurch-actress-sarah-parish-perfect-greek-odyssey					1#Ireland#EI#EI#53#-8#EI;4#Dublin,Dublin,Ireland#EI#EI07#53.3331#-6.24889#-1502554;1#Greece#GR#GR#39#22#GR	4#Dublin,Dublin,Ireland#EI#EI07#18288#53.3331#-6.24889#-1502554#759;1#Ireland#EI#EI##53#-8#EI#768;1#Ireland#EI#EI##53#-8#EI#778;1#Ireland#EI#EI##53#-8#EI#886;1#Greece#GR#GR##39#22#GR#182;1#Greek#GR#GR##39#22#GR#47;1#Greek#GR#GR##39#22#GR#219;1#Greek#GR#GR##39#22#GR#481	jon favreau;sarah parish	Jon Favreau,501;Sarah Parish,33;Sarah Parish,129	disney	Disney,571	-1.63934426229508,1.63934426229508,3.27868852459016,4.91803278688525,21.8579234972678,1.09289617486339,167	1#0#0#1967#581	wc:167,c1.2:2,c12.1:9,c12.10:20,c12.12:7,c12.13:7,c12.14:8,c12.3:1,c12.4:2,c12.5:6,c12.7:8,c12.8:8,c12.9:13
20170417121500-2051	20170417121500	1	g98radio.com	http://www.g98radio.com/syndicated-article/?id=343292			WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FISHER;CRISISLEX_CRISISLEXREC;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_WORKER;TAX_FNCACT_MAINTENANCE_WORKER;TAX_FNCACT_HERO;	TAX_FNCACT_HERO,1936;TAX_FNCACT_HERO,2122;TAX_FNCACT_DIRECTOR,40;TAX_FNCACT_DIRECTOR,1696;WB_2433_CONFLICT_AND_VIOLENCE,10;WB_2433_CONFLICT_AND_VIOLENCE,88;WB_2433_CONFLICT_AND_VIOLENCE,196;WB_2433_CONFLICT_AND_VIOLENCE,268;WB_2433_CONFLICT_AND_VIOLENCE,669;WB_2433_CONFLICT_AND_VIOLENCE,2053;WB_2433_CONFLICT_AND_VIOLENCE,2143;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,10;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,88;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,196;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,268;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,669;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,2053;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,2143;WB_2462_POLITICAL_VIOLENCE_AND_WAR,10;WB_2462_POLITICAL_VIOLENCE_AND_WAR,88;WB_2462_POLITICAL_VIOLENCE_AND_WAR,196;WB_2462_POLITICAL_VIOLENCE_AND_WAR,268;WB_2462_POLITICAL_VIOLENCE_AND_WAR,669;WB_2462_POLITICAL_VIOLENCE_AND_WAR,2053;WB_2462_POLITICAL_VIOLENCE_AND_WAR,2143;CRISISLEX_CRISISLEXREC,1488;TAX_WORLDMAMMALS_FISHER
20170417121500-2052	20170417121500	1	iheart.com	http://mysouth1061.iheart.com/articles/national-news-104668/pence-visits-speaks-to-troops-in-15744583/			LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_FNCACT_FATHER;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_TROOPS;	TAX_ETHNICITY_KOREAN,164;TAX_ETHNICITY_KOREAN,302;TAX_WORLDLANGUAGES_KOREAN,164;TAX_WORLDLANGUAGES_KOREAN,302;LEADER,14;LEADER,418;TAX_FNCACT_PRESIDENT,14;TAX_FNCACT_PRESIDENT,418;USPEC_POLITICS_GENERAL1,14;USPEC_POLITICS_GENERAL1,418;TAX_FNCACT_TROOPS,347;TAX_FNCACT_TROOPS,470;ARMEDCONFLICT,306;EPU_CATS_NATIONAL_SECURITY,306;TAX_FNCACT_FATHER,281;TAX_FNCACT_VICE_PRESIDENT,14;	1#North Korea#KN#KN#40#127#KN;1#Australia#AS#AS#-27#133#AS;1#Japan#JA#JA#36#138#JA;1#Indonesia#ID#ID#-5#120#ID;1#South Korea#KS#KS#37#127.5#KS	1#South Korea#KS#KS##37#127.5#KS#252;1#South Korea#KS#KS##37#127.5#KS#496;1#Japan#JA#JA##36#138#JA#628;1#Indonesia#ID#ID##-5#120#ID#640;1#Australia#AS#AS##-27#133#AS#652;1#North Korea#KN#KN##40#127#KN#87;1#North Korea#KN#KN##40#127#KN#552	mike pence	Mike Pence,25			0,1.68067226890756,1.68067226890756,3.36134453781513,23.5294117647059,0,112		wc:112,c12.1:7,c12.10:1,c12.12:1
20170417121500-2053	20170417121500	1	g98radio.com	http://www.g98radio.com/syndicated-article/?id=343297			TAX_FNCACT;TAX_FNCACT_WOMEN;CRISISLEX_O01_WEATHER;SOC_EXPRESSREGRET;TAX_FNCACT_MAN;	TAX_FNCACT_WOMEN,42;TAX_FNCACT_WOMEN,262;TAX_FNCACT_WOMEN,937;TAX_FNCACT_WOMEN,1530;TAX_FNCACT_MAN,864;TAX_FNCACT_MAN,1244;TAX_FNCACT_MAN,1561;SOC_EXPRESSREGRET,802;CRISISLEX_O01_WEATHER,379;			tyrese gibson	Tyrese Gibson,83	instagram	Instagram,101	-5.03355704697987,0.671140939597315,5.70469798657718,6.3758389261745,22.4832214765101,1.67785234899329,262		wc:262,c12.1:26,c12.10:20,c12.12:1,c12.13:4,c12.14:16,c12.3:4,c12.4:4,c12.5:18,c12.7:4
20170417121500-2054	20170417121500	1	northwestgeorgianews.com	http://www.northwestgeorgianews.com/lifestyles/entertainment/mark-hamill-s-box-collection/article_ec251703-afea-5e85-9453-07a53e28180e.html			ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT;TAX_FNCACT_ACTOR;TAX_FNCACT_CHILDREN;TAX_FOODSTAPLES;TAX_FOODSTAPLES_CEREAL;MEDIA_MSM;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;WB_498_EDUCATION_FINANCE;WB_1540_ECONOMICS_OF_EDUCATION;WB_1490_PRIVATE_EDUCATION;WB_470_EDUCATION;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;TAX_FNCACT_ACCOUNTANT;	EDUCATION,760;SOC_POINTSOFINTEREST_SCHOOL,760;ARMEDCONFLICT,13;EPU_CATS_NATIONAL_SECURITY,13;TAX_FNCACT_ACTOR,19;TAX_FNCACT_ACTOR,392;TAX_FOODSTAPLES_CEREAL,228;USPEC_POLICY1,831;EPU_POLICY_SPENDING,831;TAX_FNCACT_ACCOUNTANT,1158;WB_498_EDUCATION_FINANCE,760;WB_1540_ECONOMICS_OF_EDUCATION,760;WB_1490_PRIVATE_EDUCATION,760;WB_470_EDUCATION,760;MEDIA_MSM,656;TAX_FNCACT_CHILDREN,134;TAX_FNCACT_CHILDREN,700;							1.49253731343284,3.28358208955224,1.7910447761194,5.07462686567164,25.3731343283582,3.28358208955224,292		wc:292,c1.1:1,c12.1:26,c12.10:36
20170417121500-2055	20170417121500	1	wbt.com	http://wbt.com/man-arrested-on-charge-of-attempting-to-solicit-minor/			WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;ARREST;CRISISLEX_CRISISLEXREC;TAX_FNCACT;TAX_FNCACT_MAN;MEDIA_MSM;TRIAL;TAX_FNCACT_SHERIFF;CRISISLEX_C07_SAFETY;TAX_FNCACT_DEPUTY;SECURITY_SERVICES;TAX_FNCACT_POLICE;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;TAX_FNCACT_ATTORNEY;	TAX_FNCACT_DEPUTY,262;ARREST,67;CRISISLEX_CRISISLEXREC,67;MEDIA_MSM,141;TAX_FNCACT_ATTORNEY,590;WB_2024_ANTI_CORRUPTION_AUTHORITIES,45;WB_696_PUBLIC_SECTOR_MANAGEMENT,45;WB_840_JUSTICE,45;WB_2025_INVESTIGATION,45;WB_831_GOVERNANCE,45;WB_832_ANTI_CORRUPTION,45;WB_1014_CRIMINAL_JUSTICE,45;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,526;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,526;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,526;WB_2490_NATIONAL_PROTECTION_AND_SECURITY,526;TAX_FNCACT_SHERIFF,255;TAX_FNCACT_SHERIFF,404;CRISISLEX_C07_SAFETY,255;CRISISLEX_C07_SAFETY,404;TRIAL,206;SECURITY_SERVICES,429;TAX_FNCACT_POLICE,429;TAX_FNCACT_MAN,76;			robert sargent jr	Robert Sargent Jr,191	alamance county detention center	Alamance County Detention Center,533	-3.50877192982456
20170417121500-2056	20170417121500	1	irishcentral.com	http://www.irishcentral.com/news/irishvoice/reflecting-on-easter-1916-and-what-brexit-means-for-ireland			TAX_FNCACT;TAX_FNCACT_ACTOR;REBELLION;TAX_ETHNICITY;TAX_ETHNICITY_IRISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_IRISH;TAX_FNCACT_WOMEN;TAX_FNCACT_CITIZENS;GENERAL_GOVERNMENT;EPU_ECONOMY_HISTORIC;MILITARY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT_SOLDIERS;TAX_FNCACT_LEADERS;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_WORLDLANGUAGES_SCOTS;TAX_ETHNICITY_SCOTTISH;TAX_WORLDFISH;TAX_WORLDFISH_STURGEON;UNREST_BELLIGERENT;ELECTION;TAX_TERROR_GROUP;TAX_TERROR_GROUP_SINN_FEIN;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_SINN_FEIN;USPEC_POLITICS_GENERAL1;TAX_FNCACT_UNIONISTS;	TAX_ETHNICITY_ENGLISH,2025;TAX_ETHNICITY_ENGLISH,3148;TAX_WORLDLANGUAGES_ENGLISH,2025;TAX_WORLDLANGUAGES_ENGLISH,3148;TAX_TERROR_GROUP_SINN_FEIN,2660;TAX_POLITICAL_PARTY_SINN_FEIN,2660;TAX_FNCACT_ACTOR,9;LEADER,2247;TAX_FNCACT_PRIME_MINISTER,2247;TAX_FNCACT_LEADERS,1316;MILITARY,1264;TAX_MILITARY_TITLE_SOLDIERS,1264;TAX_FNCACT_SOLDIERS,1264;ELECTION,2650;CRISISLEX_T11_UPDATESSYMPATHY,1546;TAX_FNCACT_CITIZENS,987;TAX_FNCACT_UNIONISTS,2994;TAX_FNCACT_MINISTER,2247;TAX_FNCACT_MINISTER,2406;TAX_FNCACT_WOMEN,825;TAX_FNCACT_WOMEN,1394;REBELLION,183;TAX_ETHNICITY_SCOTTISH,2391;TAX_WORLDFISH_STURGEON,2422;EPU_ECONOMY_HISTORIC,1043;TAX_WORLDLANGUAGES_SCOTS,2309;TAX_WORLDLANGUAGES_SCOTS
20170417121500-2057	20170417121500	1	billingsgazette.com	http://billingsgazette.com/news/local/owners-of-livingston-s-cowboy-connection-to-auction-off-pieces/article_41d1dea0-25b8-5773-bd8c-d98a6398b7e6.html					2#Montana,United States#US#USMT#46.9048#-110.326#MT;2#Wyoming,United States#US#USWY#42.7475#-107.209#WY	2#Montana,United States#US#USMT##46.9048#-110.326#MT#3562;2#Wyoming,United States#US#USWY##42.7475#-107.209#WY#2544	vangie lee;wyatt earp;buffalo bill;jesse james	Vangie Lee,19;Vangie Lee,655;Vangie Lee,1868;Vangie Lee,2337;Wyatt Earp,2391;Buffalo Bill,2628;Buffalo Bill,2911;Jesse James,2925	national auction sales management;national auction sales management in billings	National Auction Sales Management,257;National Auction Sales Management,1216;National Auction Sales Management In Billings,269	2.30352303523035,3.2520325203252,0.948509485094851,4.20054200542005,27.6422764227642,2.84552845528455,617	4#4#21#0#575;4#4#21#0#3260;1#0#0#1909#3428	wc:617,c12.1:49,c12.10:40,c12.12:9,c12.13:9,c12.14:23
