20170417121500-0	20170417121500	2	BBC Monitoring	Afghan Channel One /BBC Monitoring/(c) BBC	KILL#95##5#Nangarhar;1283;MILITARY
20170417121500-750	20170417121500	1	570news.com	http://www.570news.com/2017/04/17/frances-would-be-presidents-rally-in-paris-days-before-vote/			MANMADE_DISASTER_IMPLIED;	MANMADE_DISASTER_IMPLIED;France#FR#FR00#16282#48.8667#2.33333#-1456928#160;4#Paris
20170417121500-751	20170417121500	1	maldonandburnhamstandard.co.uk	http://www.maldonandburnhamstandard.co.uk/news/north_essex_news/15228684.Car_flips_on_its_side_in_crash_at_busy_junction/			MEDIA_MSM;MEDIA_CENSORSHIP;TAX_FNCACT;TAX_FNCACT_EDITOR;	MEDIA_MSM;c12.14:3
20170417121500-752	20170417121500	1	washingtontimes.com	http://www.washingtontimes.com/news/2017/apr/17/rural-communities-worry-over-proposed-cuts-to-gran/			RURAL;EPU_CATS_MIGRATION_FEAR_FEAR;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_BUDGET;URBAN;WB_699_URBAN_DEVELOPMENT;SLFID_ECONOMIC_DEVELOPMENTAID;WB_137_WATER;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;SLFID_ECONOMIC_DEVELOPMENT;TAX_FNCACT_MANAGER;ECON_TAXATION;EPU_POLICY_TAX;EPU_CATS_TAXES;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_MSM;	MEDIA_MSM;484;EPU_ECONOMY_HISTORIC
20170417121500-753	20170417121500	1	nripress.com	http://nripress.com/netmeds-to-open-10-stores-in-chennai/			GENERAL_HEALTH;MEDICAL;WB_1331_HEALTH_TECHNOLOGIES;WB_1350_PHARMACEUTICALS;WB_621_HEALTH_NUTRITION_AND_POPULATION;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_FRANCHISEE;TAX_FNCACT_FOUNDER;TAX_FNCACT_PILOT;TAX_ECON_PRICE;WB_2453_ORGANIZED_CRIME;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;EPU_ECONOMY_HISTORIC;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;	GENERAL_GOVERNMENT;883;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE
20170417121500-754	20170417121500	1	bleacherreport.com	http://bleacherreport.com/articles/2704064-indiana-pacers-vs-cleveland-cavaliers-odds-analysis-nba-playoff-betting-pick					2#Indiana;225	-0.81799591002045
20170417121500-755	20170417121500	1	dailytelegraph.com.au	http://www.dailytelegraph.com.au/lifestyle/parenting/easter-bunny-sends-note-to-kids-alerting-them-theyre-getting-nothing-due-to-bad-behaviour/news-story/f976a2ba7ee60d526c74941da1079692?nk=2a8a79cf0bdf2d096b2307645346ab33-1492430556			WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;TAX_FNCACT;TAX_FNCACT_CHILDREN;MEDIA_SOCIAL;USPEC_UNCERTAINTY1;TAX_WORLDFISH;TAX_WORLDFISH_BASS;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;GEN_HOLIDAY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;	MEDIA_SOCIAL;2531;TAX_FNCACT_CHILDREN
20170417121500-756	20170417121500	1	webindia123.com	http://news.webindia123.com/news/Articles/Business/20170417/3094480.html			TAX_ECON_PRICE;ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;FUELPRICES;TAX_FNCACT;TAX_FNCACT_OFFICIAL;EPU_ECONOMY_HISTORIC;TAX_FOODSTAPLES;TAX_FOODSTAPLES_POTATOES;TAX_FOODSTAPLES_WHEAT;TAX_FOODSTAPLES_EGGS;TAX_WORLDFISH;TAX_WORLDFISH_FISH;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;ECON_INTEREST_RATES;USPEC_POLICY1;EPU_POLICY_POLICY;UNGP_AFFORDABLE_NUTRITIOUS_FOOD;WB_444_MONETARY_POLICY;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;EPU_POLICY_MONETARY_POLICY;EPU_CATS_MONETARY_POLICY;USPEC_POLITICS_GENERAL1;MOVEMENT_GENERAL;EPU_CATS_MIGRATION_FEAR_FEAR;LEADER;TAX_FNCACT_PRESIDENT;FOOD_SECURITY;ENV_CLIMATECHANGE;UNGP_CLIMATE_CHANGE_ACTION;NATURAL_DISASTER;NATURAL_DISASTER_MONSOON;CRISISLEX_O01_WEATHER;ECON_TAXATION;EPU_POLICY_TAX;EPU_CATS_TAXES;TAX_FNCACT_PRINCIPAL;TAX_FNCACT_ECONOMIST;	GENERAL_GOVERNMENT;1071;ECON_INFLATION
20170417121500-757	20170417121500	1	cepro.com	http://www.cepro.com/article/dolby_atmos_home_theater_basement_bar/loudspeakers							simon mathieson	Simon Mathieson;189;Sony
20170417121500-758	20170417121500	1	you.co.za	http://www.you.co.za/top/what-a-brat/			TAX_FNCACT;TAX_FNCACT_CHILDREN;TAX_FNCACT_CHILD;	TAX_FNCACT_CHILD;6989;	4#Cape Town
20170417121500-759	20170417121500	1	bernama.com	http://www.bernama.com/bernama/v8/wn/newsworld.php?id=1348338			TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;TAX_FNCACT;TAX_FNCACT_SHEPHERD;TAX_FNCACT_DIRECTOR;TAX_FNCACT_OFFICIAL;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;TOURISM;TAX_FNCACT_TOURISTS;UNGP_FORESTS_RIVERS_OCEANS;WB_137_WATER;KILL;NATURAL_DISASTER;NATURAL_DISASTER_DROWNED;NATURAL_DISASTER_VOLCANO;NATURAL_DISASTER_ERUPTION;CRISISLEX_C07_SAFETY;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;	TAX_FNCACT_DIRECTOR;1082;TAX_FNCACT_AUTHORITIES
20170417121500-760	20170417121500	1	wfasam.com	http://www.wfasam.com/news/cleveland-cavaliers-vs-indiana-pacers-game-2-tipoff-time-tv-radio-and-streaming-information/					2#Indiana;United States#US#USIN##39.8647#-86.2604#IN#423;2#Ohio
20170417121500-761	20170417121500	1	theindianeconomist.com	http://theindianeconomist.com/coal-china-pakistan-dependence/			ENV_COAL;UNGP_FORESTS_RIVERS_OCEANS;MANMADE_DISASTER_IMPLIED;	MANMADE_DISASTER_IMPLIED;1382;ENV_COAL
20170417121500-762	20170417121500	1	cbs4local.com	http://cbs4local.com/news/entertainment/mark-hamill-says-hed-like-to-play-george-lucas-in-a-movie-04-17-2017			TAX_FNCACT;TAX_FNCACT_ACTOR;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;AFFECT;TAX_FNCACT_BOSS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FISHER;	AFFECT;311;WB_2462_POLITICAL_VIOLENCE_AND_WAR
20170417121500-763	20170417121500	1	dailymail.co.uk	http://www.dailymail.co.uk/tvshowbiz/article-4418220/Jennifer-Hawkins-spends-Easter-long-weekend-aboard-yacht.html	KILL#27#Jennifer Hawkins#1#Australia#AS#AS#-27#133#AS;	KILL#27#Jennifer Hawkins#1#Australia#AS#AS#-27#133#AS#186;	MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;UNGP_FORESTS_RIVERS_OCEANS;WB_137_WATER;	WB_137_WATER;281		wc:281
20170417121500-764	20170417121500	1	gulfnews.com	http://gulfnews.com/news/europe/uk/britain-s-harry-opens-up-about-two-years-of-total-chaos-1.2012772	KILL#12##4#Cambridge;398;TAX_FNCACT_PRINCE
20170417121500-765	20170417121500	1	dispatch.com	http://www.dispatch.com/news/20170417/earth-day-marches-will-support-scientific-endeavors			TAX_DISEASE;TAX_DISEASE_POLIO;GENERAL_HEALTH;HEALTH_VACCINATION;WB_642_CHILD_HEALTH;WB_1459_IMMUNIZATIONS;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH;UNGP_HEALTHCARE;MANMADE_DISASTER_IMPLIED;ECON_TAXATION;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_TAX;EPU_CATS_TAXES;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_FNCACT;TAX_FNCACT_STUDENT;SOC_POINTSOFINTEREST_UNIVERSITY;SCIENCE;CRISISLEX_CRISISLEXREC;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;EPU_POLICY_BUDGET;TAX_FNCACT_SUPPORTERS;EPU_POLICY_POLITICAL;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_2120_SATELLITES;WB_2329_ACCESS_AND_CONNECTIVITY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_CHILDREN;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;TAX_FNCACT_ORGANIZERS;PROTEST;TAX_FNCACT_HISTORIAN;EPU_CATS_MIGRATION_FEAR_FEAR;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_DEMONSTRATORS;TAX_FNCACT_LAWMAKERS;EPU_POLICY_LAWMAKERS;ELECTION;EPU_POLICY_POLICY;UNGP_FORESTS_RIVERS_OCEANS;ENV_CLIMATECHANGE;WB_567_CLIMATE_CHANGE;UNGP_CLIMATE_CHANGE_ACTION;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICANS;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_MICROBIOLOGIST;TAX_FNCACT_ORGANIZER;DEMOCRACY;TAX_WORLDMAMMALS_HUMAN;TAX_FNCACT_STATISTICIAN;TAX_WORLDMAMMALS_CAT;TAX_FNCACT_RESEARCHER;TAX_FNCACT_HORTICULTURIST;TAX_FNCACT_ASSISTANT;TAX_FNCACT_SCIENTIST;	TAX_FNCACT_ASSISTANT;1016;TAX_FNCACT_SUPPORTERS
20170417121500-766	20170417121500	1	brisbanetimes.com.au	http://www.brisbanetimes.com.au/wa-news/by/David-Baker-1mqn45					4#Maylands;7.88530465949821
20170417121500-767	20170417121500	1	klewtv.com	http://klewtv.com/news/nation-world/live-white-house-easter-egg-roll			TAX_FNCACT;TAX_FNCACT_CHILDREN;EPU_POLICY;EPU_POLICY_WHITE_HOUSE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_LADY;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;	TAX_FNCACT_LADY;344;EPU_POLICY_WHITE_HOUSE
20170417121500-768	20170417121500	1	taiwannews.com.tw	http://www.taiwannews.com.tw/en/news/3142787	KILL#14##1#Libya#LY#LY#25#17#LY;CRISISLEX_T03_DEAD#14##1#Libya#LY#LY#25#17#LY;AFFECT#200000##1#Turkey#TU#TU#39#35#TU;REFUGEES#200000##1#Turkey#TU#TU#39#35#TU;KILL#8##1#Italy#IT#IT#42.8333#12.8333#IT;	KILL#14##1#Libya#LY#LY#25#17#LY#1143;CRISISLEX_T03_DEAD#14##1#Libya#LY#LY#25#17#LY#1143;AFFECT#200000##1#Turkey#TU#TU#39#35#TU#2053;REFUGEES#200000##1#Turkey#TU#TU#39#35#TU#2053;KILL#8##1#Italy#IT#IT#42.8333#12.8333#IT#2290;	CRISISLEX_C07_SAFETY;CRISISLEX_CRISISLEXREC;UNGP_FORESTS_RIVERS_OCEANS;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_2120_SATELLITES;WB_2329_ACCESS_AND_CONNECTIVITY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_ETHNICITY;TAX_ETHNICITY_ITALIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ITALIAN;TAX_FNCACT;TAX_FNCACT_OFFICIALS;EPU_CATS_MIGRATION_FEAR_MIGRATION;SMUGGLING;MANMADE_DISASTER_IMPLIED;TAX_ETHNICITY_SPANISH;TAX_WORLDLANGUAGES_SPANISH;WB_137_WATER;WB_168_ROADS_AND_HIGHWAYS;WB_135_TRANSPORT;WB_1809_HIGHWAYS;WB_1803_TRANSPORT_INFRASTRUCTURE;KILL;CRISISLEX_T03_DEAD;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;MARITIME_INCIDENT;MARITIME;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_SKIPPER;AFFECT;REFUGEES;TAX_ETHNICITY_TURKISH;TAX_WORLDLANGUAGES_TURKISH;TAX_FNCACT_CITIZENS;TAX_FNCACT_AUTHORITIES;EPU_POLICY;EPU_POLICY_AUTHORITIES;TAX_ETHNICITY_GREEK;TAX_WORLDLANGUAGES_GREEK;TERROR;WB_2433_CONFLICT_AND_VIOLENCE;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2445_NON_STATE_SECURITY_ACTORS;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;NATURAL_DISASTER;NATURAL_DISASTER_FLOODED;CRISISLEX_C06_WATER_SANITATION;CRISISLEX_T07_SERVICESNEEDEDOFFERED;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;MARITIME_INCIDENT_SELF_IDENTIFIED;CRISISLEX_C02_NEEDSPROVIDE_FOOD;CRISISLEX_T06_SUPPLIES;ENV_OIL;TAX_FNCACT_WORKERS;TAX_FNCACT_FISHERMEN;TAX_FNCACT_SMUGGLER;WB_167_PORTS;EPU_CATS_MIGRATION_FEAR_FEAR;KIDNAP;CORRUPTION;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;TAX_WEAPONS;TAX_WEAPONS_GUNS;SOC_RANSOM;TAX_ETHNICITY_BANGLADESHI;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_WHALE;SECURITY_SERVICES;TAX_FNCACT_POLICE;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;GENERAL_HEALTH;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;	CORRUPTION;5818;KIDNAP
20170417121500-769	20170417121500	1	forward.com	http://forward.com/culture/369056/how-a-court-jew-became-the-unlikeliest-cinema-hero-of-2017/			USPEC_POLITICS_GENERAL1;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_PRODUCER;TAX_FNCACT_INVESTOR;TAX_FNCACT_GROUPIE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;TAX_FNCACT_DIRECTOR;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;LEADER;TAX_FNCACT_POLITICIAN;TAX_ETHNICITY;TAX_ETHNICITY_ASHKENAZI;TAX_FNCACT_HERO;TAX_RELIGION;TAX_RELIGION_JEW;TAX_FNCACT_MAN;TAX_FNCACT_CONSULTANT;KILL;EXTREMISM;PROPAGANDA;TAX_RELIGION_JEWISH;TAX_ETHNICITY_JEWISH;TAX_FNCACT_OPERATOR;TAX_FNCACT_ACTOR;UNGP_FORESTS_RIVERS_OCEANS;TAX_WORLDARACHNIDS;TAX_WORLDARACHNIDS_TICK;	TAX_FNCACT_GROUPIE;1713;TAX_ETHNICITY_ASHKENAZI
20170417121500-770	20170417121500	1	bernama.com	http://www.bernama.com/bernama/v8/wn/newsworld.php?id=1348389	KILL#2##1#India#IN#IN#20#77#IN;CRISISLEX_T03_DEAD#2##1#India#IN#IN#20#77#IN;WOUND#80##1#India#IN#IN#20#77#IN;CRISISLEX_CRISISLEXREC#80##1#India#IN#IN#20#77#IN;CRISISLEX_C03_WELLBEING_HEALTH#80##1#India#IN#IN#20#77#IN;CRISISLEX_T02_INJURED#80##1#India#IN#IN#20#77#IN;KILL#2##1#India#IN#IN#20#77#IN;CRISISLEX_T03_DEAD#2##1#India#IN#IN#20#77#IN;	KILL#2##1#India#IN#IN#20#77#IN#14;CRISISLEX_T03_DEAD#2##1#India#IN#IN#20#77#IN#14;WOUND#80##1#India#IN#IN#20#77#IN#30;CRISISLEX_CRISISLEXREC#80##1#India#IN#IN#20#77#IN#30;CRISISLEX_C03_WELLBEING_HEALTH#80##1#India#IN#IN#20#77#IN#30;CRISISLEX_T02_INJURED#80##1#India#IN#IN#20#77#IN#30;KILL#2##1#India#IN#IN#20#77#IN#90;CRISISLEX_T03_DEAD#2##1#India#IN#IN#20#77#IN#90;	KILL;CRISISLEX_T03_DEAD;WOUND;CRISISLEX_CRISISLEXREC;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;TAX_ETHNICITY_TAMIL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TAMIL;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_MAN;ARREST;TAX_FNCACT_OFFICIAL;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITALS;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_AUTHORITIES;EPU_POLICY;EPU_POLICY_AUTHORITIES;GENERAL_HEALTH;CRISISLEX_C05_NEED_OF_SHELTERS;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1324_EMERGENCY_MEDICAL_SERVICES;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;GOV_LOCALGOV;WB_2142_LOCAL_GOVERNMENT;WB_1502_EDUCATIONAL_DECENTRALIZATION;WB_470_EDUCATION;WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION;LEGISLATION;EPU_POLICY_LAW;BAN;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHAMPION;TAX_FNCACT_COMPOSER;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVISTS;WB_2026_PREVENTION;	BAN;1360;WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION
20170417121500-771	20170417121500	1	dailymail.co.uk	http://www.dailymail.co.uk/travel/travel_news/article-4418218/Fascinating-19th-century-pictures-Holland-COLOUR.html			PROTEST;STRIKE;EPU_ECONOMY_HISTORIC;TAX_RELIGION;TAX_RELIGION_CHURCH;	TAX_RELIGION_CHURCH;1389;Ted Thornhill
20170417121500-772	20170417121500	1	smc.sd	http://smc.sd/en/mine-kills-saudi-guard-yemen-border-ministry/	KILL#2019##1#Saudi Arabia#SA#SA#25#45#SA;CRISISLEX_T03_DEAD#2019##1#Saudi Arabia#SA#SA#25#45#SA;WOUND#3#members#4#Jizan;65;WB_2433_CONFLICT_AND_VIOLENCE
20170417121500-773	20170417121500	1	tucson.com	http://tucson.com/news/world/saving-lives-day-at-a-time-on-the-deadly-mediterranean/article_fd6afcf1-d525-59ed-a59c-3249b3123a1a.html	KILL#14##1#Libya#LY#LY#25#17#LY;CRISISLEX_T03_DEAD#14##1#Libya#LY#LY#25#17#LY;AFFECT#200000##1#Turkey#TU#TU#39#35#TU;REFUGEES#200000##1#Turkey#TU#TU#39#35#TU;KILL#8##1#Italy#IT#IT#42.8333#12.8333#IT;	KILL#14##1#Libya#LY#LY#25#17#LY#1086;CRISISLEX_T03_DEAD#14##1#Libya#LY#LY#25#17#LY#1086;AFFECT#200000##1#Turkey#TU#TU#39#35#TU#1996;REFUGEES#200000##1#Turkey#TU#TU#39#35#TU#1996;KILL#8##1#Italy#IT#IT#42.8333#12.8333#IT#2233;	UNGP_FORESTS_RIVERS_OCEANS;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_2120_SATELLITES;WB_2329_ACCESS_AND_CONNECTIVITY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_ETHNICITY;TAX_ETHNICITY_ITALIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ITALIAN;TAX_FNCACT;TAX_FNCACT_OFFICIALS;EPU_CATS_MIGRATION_FEAR_MIGRATION;SMUGGLING;MANMADE_DISASTER_IMPLIED;TAX_ETHNICITY_SPANISH;TAX_WORLDLANGUAGES_SPANISH;WB_137_WATER;WB_168_ROADS_AND_HIGHWAYS;WB_135_TRANSPORT;WB_1809_HIGHWAYS;WB_1803_TRANSPORT_INFRASTRUCTURE;KILL;CRISISLEX_T03_DEAD;CRISISLEX_CRISISLEXREC;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;MARITIME_INCIDENT;MARITIME;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_SKIPPER;AFFECT;REFUGEES;TAX_ETHNICITY_TURKISH;TAX_WORLDLANGUAGES_TURKISH;TAX_FNCACT_CITIZENS;TAX_FNCACT_AUTHORITIES;EPU_POLICY;EPU_POLICY_AUTHORITIES;TAX_ETHNICITY_GREEK;TAX_WORLDLANGUAGES_GREEK;TERROR;WB_2433_CONFLICT_AND_VIOLENCE;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2445_NON_STATE_SECURITY_ACTORS;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;NATURAL_DISASTER;NATURAL_DISASTER_FLOODED;CRISISLEX_C06_WATER_SANITATION;CRISISLEX_T07_SERVICESNEEDEDOFFERED;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;MARITIME_INCIDENT_SELF_IDENTIFIED;CRISISLEX_C02_NEEDSPROVIDE_FOOD;CRISISLEX_T06_SUPPLIES;ENV_OIL;TAX_FNCACT_WORKERS;TAX_FNCACT_FISHERMEN;TAX_FNCACT_SMUGGLER;WB_167_PORTS;EPU_CATS_MIGRATION_FEAR_FEAR;KIDNAP;CORRUPTION;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;TAX_WEAPONS;TAX_WEAPONS_GUNS;SOC_RANSOM;TAX_ETHNICITY_BANGLADESHI;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_WHALE;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;GENERAL_HEALTH;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;EPU_CATS_REGULATION;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;	CORRUPTION;5097;KIDNAP
20170417121500-774	20170417121500	1	philstar.com	http://m.philstar.com/314195/show/2cecba3b37a0eb0ddf3121b2718fb0cd?t=9116oi5hc8cuhk0bffm9gbm991			TAX_FNCACT;TAX_FNCACT_TRAINER;TAX_FNCACT_CHAMPION;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_ETHNICITY_FILIPINO;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FILIPINO;TAX_FNCACT_COURIER;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;	TAX_ETHNICITY_FILIPINO;Manila
20170417121500-775	20170417121500	1	whyallanewsonline.com.au	http://www.whyallanewsonline.com.au/story/4601881/sam-and-the-giant-orange-pumpkin/?cs=2452			WB_135_TRANSPORT;MEDIA_SOCIAL;AFFECT;	MEDIA_SOCIAL;Australia#AS#AS06#5346#-41.4388#147.135#-1583138#1028;4#Launceston
20170417121500-776	20170417121500	1	yumasun.com	http://www.yumasun.com/online_features/money_and_finance/protect-your-money-there-s-an-app-for-that/article_072d8d76-4219-583b-8d2f-ca0ff1810576.html			TAX_ETHNICITY;TAX_ETHNICITY_AMERICANS;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_C07_SAFETY;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;TAX_ECON_PRICE;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_1234_BANKING_INSTITUTIONS;WB_1236_COMMERCIAL_BANKING;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;EPU_ECONOMY_HISTORIC;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;EDUCATION;WB_470_EDUCATION;GENERAL_HEALTH;MEDICAL;ECON_HOUSING_PRICES;SCIENCE;SOC_INNOVATION;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;	GENERAL_HEALTH;2348;USPEC_POLITICS_GENERAL1
